"Date","Price","Open","High","Low","Vol.","Change %"
"06/23/2003","9,072.95","9,199.49","9,199.70","9,038.29","197.01M","-1.39%"
"06/20/2003","9,200.75","9,180.93","9,276.51","9,180.93","338.41M","0.23%"
"06/19/2003","9,179.53","9,293.80","9,313.29","9,154.74","234.81M","-1.23%"
"06/18/2003","9,293.80","9,322.67","9,333.66","9,232.05","259.52M","-0.31%"
"06/17/2003","9,323.02","9,319.66","9,352.77","9,268.96","266.92M","0.04%"
"06/16/2003","9,318.96","9,117.56","9,318.96","9,117.56","209.15M","2.21%"
"06/13/2003","9,117.12","9,197.88","9,222.67","9,074.08","189.39M","-0.86%"
"06/12/2003","9,196.55","9,184.29","9,236.11","9,116.86","215.42M","0.15%"
"06/11/2003","9,183.22","9,048.85","9,183.22","9,038.07","217.72M","1.42%"
"06/10/2003","9,054.89","8,980.79","9,059.29","8,980.65","211.70M","0.83%"
"06/09/2003","8,980.00","9,061.18","9,066.45","8,945.59","210.89M","-0.91%"
"06/06/2003","9,062.79","9,045.57","9,215.88","9,045.57","348.17M","0.24%"
"06/05/2003","9,041.30","9,036.67","9,045.15","8,969.24","300.13M","0.03%"
"06/04/2003","9,038.98","8,919.94","9,057.40","8,909.01","253.39M","1.30%"
"06/03/2003","8,922.95","8,898.23","8,940.38","8,861.32","222.93M","0.28%"
"06/02/2003","8,897.81","8,851.45","9,003.27","8,851.45","261.75M","0.54%"
"05/30/2003","8,850.26","8,711.46","8,868.33","8,711.39","246.98M","1.60%"
"05/29/2003","8,711.18","8,787.23","8,862.58","8,679.60","286.30M","-0.93%"
"05/28/2003","8,793.12","8,781.84","8,854.53","8,773.93","265.52M","0.13%"
"05/27/2003","8,781.35","8,600.54","8,792.44","8,540.59","266.32M","2.09%"
"05/23/2003","8,601.38","8,594.02","8,625.82","8,541.57","197.85M","0.09%"
"05/22/2003","8,594.02","8,516.99","8,628.14","8,509.22","278.82M","0.91%"
"05/21/2003","8,516.43","8,485.62","8,523.16","8,431.21","316.41M","0.30%"
"05/20/2003","8,491.36","8,494.09","8,550.26","8,416.72","263.62M","-0.02%"
"05/19/2003","8,493.39","8,676.52","8,676.59","8,483.31","220.77M","-2.14%"
"05/16/2003","8,678.97","8,710.36","8,742.58","8,644.82","244.54M","-0.39%"
"05/15/2003","8,713.14","8,649.22","8,727.78","8,643.11","213.37M","0.76%"
"05/14/2003","8,647.82","8,673.29","8,728.41","8,608.31","202.19M","-0.36%"
"05/13/2003","8,679.25","8,722.88","8,723.29","8,647.60","194.04M","-0.54%"
"05/12/2003","8,726.73","8,603.90","8,743.47","8,569.44","224.78M","1.42%"
"05/09/2003","8,604.60","8,492.69","8,612.79","8,492.69","199.51M","1.34%"
"05/08/2003","8,491.22","8,558.67","8,575.11","8,477.36","192.89M","-0.81%"
"05/07/2003","8,560.63","8,585.42","8,635.06","8,529.04","210.88M","-0.32%"
"05/06/2003","8,588.36","8,531.28","8,641.22","8,525.75","225.34M","0.67%"
"05/05/2003","8,531.57","8,583.17","8,601.94","8,511.11","200.34M","-0.60%"
